Video Time,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Action Unit 01 - Inner Brow Raiser,Action Unit 02 - Outer Brow Raiser,Action Unit 04 - Brow Lowerer,Action Unit 05 - Upper Lid Raiser,Action Unit 06 - Cheek Raiser,Action Unit 07 - Lid Tightener,Action Unit 09 - Nose Wrinkler,Action Unit 10 - Upper Lip Raiser,Action Unit 12 - Lip Corner Puller,Action Unit 14 - Dimpler,Action Unit 15 - Lip Corner Depressor,Action Unit 17 - Chin Raiser,Action Unit 18 - Lip Puckerer,Action Unit 20 - Lip Stretcher,Action Unit 23 - Lip Tightener,Action Unit 24 - Lip Pressor,Action Unit 25 - Lips Part,Action Unit 26 - Jaw Drop,Action Unit 27 - Mouth Stretch,Action Unit 43 - Eyes Closed,Stimulus,Event Marker,Interest,Boredom,Confusion
00:02.3,0.4989041,0.01078254,0.4668999,0.01981446,0.0195415,0.02171812,0.01765173,-0.4561174,0.6240677,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,UNKNOWN,0
00:02.3,0.5001096,0.01082571,0.4639376,0.01937076,0.0190222,0.02150857,0.01748945,-0.4531119,0.6289175,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,UNKNOWN,0
00:02.4,0.5008797,0.01087516,0.4614373,0.01885873,0.01857985,0.02129234,0.0173264,-0.4505621,0.6334918,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,UNKNOWN,0
00:02.4,0.5011674,0.01092669,0.4595776,0.01831352,0.01820143,0.02103831,0.0171769,-0.4486509,0.6378093,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,UNKNOWN,0
00:02.4,0.5018979,0.01103515,0.4553437,0.01779998,0.01789637,0.02085037,0.01702379,-0.4443085,0.641891,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,UNKNOWN,0
00:02.5,0.5023622,0.01115656,0.4506648,0.01734701,0.01766503,0.02065589,0.01688092,-0.4395083,0.6457559,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,UNKNOWN,0
00:02.5,0.5027978,0.01131539,0.4453388,0.01699202,0.01748817,0.02051819,0.01676597,-0.4340234,0.6494162,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.5,0.503242,0.01148482,0.4399696,0.01671318,0.01734848,0.02038597,0.01666983,-0.4284847,0.6528763,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.6,0.503677,0.01165639,0.4346415,0.01641546,0.017278,0.02023565,0.0165845,-0.4229851,0.6561515,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.6,0.4954445,0.01185115,0.4523303,0.01615947,0.01746125,0.02014629,0.01671645,-0.4404791,0.659261,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.6,0.4872149,0.01202289,0.4684593,0.01587517,0.01759705,0.01999844,0.01685712,-0.4564365,0.6622157,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.7,0.4800532,0.01213905,0.4820295,0.01552427,0.01773011,0.01977169,0.01695227,-0.4698904,0.6650208,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.7,0.4751629,0.01224604,0.4920043,0.01515672,0.0178968,0.01951338,0.01700674,-0.4797582,0.6676811,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.7,0.4711518,0.01232385,0.4999467,0.01476997,0.01813551,0.0192438,0.01703172,-0.4876228,0.6702156,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.8,0.4669242,0.01233219,0.507512,0.01434987,0.01843141,0.01895853,0.01704661,-0.4951798,0.6726264,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.8,0.4628995,0.01225214,0.5139333,0.01387936,0.01868918,0.01859446,0.01705624,-0.5016811,0.674917,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.8,0.4592707,0.01207998,0.519114,0.01337757,0.01893484,0.01818792,0.01704315,-0.507034,0.6770896,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.9,0.4553232,0.01182036,0.523764,0.01283156,0.01910167,0.0177139,0.01703011,-0.5119436,0.6791666,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.9,0.4516039,0.01152397,0.5281507,0.01227387,0.01924857,0.01718869,0.01700343,-0.5166267,0.6811386,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:02.9,0.4476207,0.01120287,0.5326003,0.01172918,0.01936048,0.01665586,0.01700017,-0.5213975,0.6830167,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.0,0.4432186,0.01086885,0.5372219,0.01117736,0.01942028,0.01609464,0.0169986,-0.5263531,0.6848052,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.0,0.4385319,0.01052369,0.5417636,0.01063214,0.01944084,0.01552826,0.01700961,-0.5312399,0.6865049,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.0,0.4340029,0.01016129,0.5457618,0.01008674,0.01948888,0.01495419,0.01703442,-0.5356005,0.6881101,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.1,0.4291053,0.009797018,0.5498693,0.009568133,0.01949128,0.01440781,0.01706074,-0.5400723,0.6896258,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.1,0.4235497,0.00943294,0.5545366,0.009063149,0.01946501,0.01389827,0.0170912,-0.5451037,0.6910644,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.1,0.4172617,0.009046782,0.5599449,0.00857861,0.01932844,0.01345144,0.01714899,-0.5508981,0.6924322,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.2,0.4108253,0.00866113,0.5657418,0.008119246,0.01911742,0.0130302,0.01719457,-0.5570806,0.693722,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.2,0.4044206,0.008277471,0.5714813,0.007694616,0.01889063,0.0126624,0.01723313,-0.5632039,0.6949412,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.2,0.3995331,0.007920375,0.5758464,0.007304083,0.01868713,0.01231766,0.01712507,-0.567926,0.6960827,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.3,0.3957204,0.007585038,0.5791894,0.006940599,0.01853538,0.01197217,0.01684411,-0.5716043,0.6971611,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.3,0.3923568,0.007282563,0.5820377,0.006623749,0.01839991,0.01167161,0.01667006,-0.5747551,0.6981785,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.3,0.3890808,0.006990064,0.5847508,0.006331935,0.01827332,0.01141329,0.016396,-0.5777608,0.6991389,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.4,0.3855795,0.006720401,0.5875944,0.00606389,0.01810964,0.01121254,0.01611132,-0.580874,0.7000407,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.4,0.3826106,0.006465402,0.5900654,0.005821735,0.01796012,0.01102221,0.01577409,-0.5836,0.7008894,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.4,0.3796707,0.006210918,0.5923762,0.005601711,0.01785678,0.0108491,0.01554127,-0.5861652,0.7016807,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.5,0.3766545,0.005974408,0.5946211,0.005404671,0.01776269,0.01072203,0.01536956,-0.5886467,0.7024164,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.5,0.3741417,0.005767783,0.596324,0.005230067,0.01772431,0.01061715,0.01525435,-0.5905563,0.7030965,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.5,0.3726196,0.005583319,0.5970106,0.005079287,0.01773746,0.01051059,0.01516652,-0.5914272,0.7037243,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.6,0.3710524,0.005394918,0.5974468,0.004969879,0.01773056,0.01044111,0.01509665,-0.5920519,0.7042962,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.6,0.3702208,0.005233126,0.5970504,0.004896634,0.01778913,0.01036996,0.01501885,-0.5918173,0.7048116,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.6,0.3698241,0.005097231,0.5959774,0.004914137,0.01787872,0.01032306,0.01496586,-0.5908802,0.7052589,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.7,0.3702105,0.004981487,0.5940943,0.00504461,0.01803337,0.01026041,0.014903,-0.5891129,0.7056441,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.7,0.3711739,0.004874069,0.5916553,0.005299877,0.0182929,0.01021286,0.01484315,-0.5867812,0.7059736,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.7,0.3723485,0.004783935,0.5890294,0.005691681,0.01854829,0.01017315,0.01478916,-0.5842455,0.7059736,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.8,0.3734619,0.004720154,0.5865361,0.006236597,0.01881223,0.01017727,0.01476308,-0.581816,0.7059341,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.8,0.3747105,0.004657512,0.5839935,0.006930071,0.01908128,0.0101648,0.01475863,-0.579336,0.7058848,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.8,0.3756756,0.004605771,0.5819169,0.007739462,0.01935921,0.0101721,0.01479212,-0.5773112,0.7058258,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.9,0.3767299,0.00455635,0.5799948,0.008723833,0.01964825,0.01017663,0.0148337,-0.5754384,0.7057574,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.9,0.3771927,0.004512904,0.5789675,0.009869439,0.01994682,0.01023223,0.01491079,-0.5744545,0.7056797,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:03.9,0.3770111,0.004467152,0.5793619,0.01112787,0.02010692,0.01026835,0.0149988,-0.5748947,0.7054029,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.0,0.3772475,0.004425435,0.5790408,0.01243752,0.02026589,0.01028729,0.01507151,-0.5746154,0.7051409,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.0,0.3773937,0.004376849,0.5790049,0.01378417,0.0203637,0.01028106,0.01513599,-0.5746281,0.7048926,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.0,0.3768713,0.004332569,0.5802391,0.01519963,0.02043948,0.01026746,0.01521063,-0.5759066,0.7046567,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.1,0.3764161,0.004286455,0.5818541,0.01665516,0.02060799,0.01022786,0.01527308,-0.5775676,0.7044322,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.1,0.3747743,0.004247931,0.585425,0.01814495,0.02078682,0.01023244,0.0153574,-0.5811771,0.7039173,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.1,0.3728004,0.004203718,0.589862,0.01960681,0.02105555,0.01022916,0.01543288,-0.5856583,0.7034295,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.2,0.3712714,0.004164248,0.593473,0.02112608,0.02146371,0.01027332,0.01549876,-0.5893087,0.7026661,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.2,0.3693748,0.004116885,0.5980239,0.02258549,0.02196039,0.0102864,0.01553612,-0.593907,0.701643,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.2,0.3672996,0.004061862,0.603118,0.02399489,0.02239363,0.01029219,0.01554779,-0.5990561,0.7003753,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.3,0.3644352,0.004023657,0.6097791,0.02546325,0.02292123,0.01031069,0.01554697,-0.6057554,0.6988773,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.3,0.3597214,0.003961097,0.6185842,0.02667496,0.02329704,0.01034057,0.01578913,-0.6146231,0.6973109,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.3,0.3549555,0.003894119,0.6246513,0.02714964,0.02363118,0.0103209,0.0160675,-0.6207572,0.6954083,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,D,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.4,0.3506675,0.003847229,0.6284835,0.02715293,0.02386429,0.01021674,0.01635371,-0.6246363,0.6932973,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
00:04.4,0.3458252,0.003825121,0.6331034,0.02686642,0.0241441,0.01006926,0.01665868,-0.6292782,0.6910076,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
